# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

920.832 	 25.4788 	 2.37821 	 11135 	 1038.18 	 2.74438 	 13.7201 	 9.30585e+46 	 2.14648e+11 	 3.35958e+16 	 1095 	 0.133347 	 123.91 	 0.200736
931.237 	 25.5065 	 2.39554 	 18821.8 	 3035.44 	 39.7406 	 13.7494 	 8.51784e+47 	 4.38036e+10 	 4.85456e+17 	 1214 	 0.725412 	 121.104 	 0.332898
945.453 	 25.5441 	 2.44326 	 10743.9 	 1020.27 	 2.55746 	 13.7206 	 8.88665e+46 	 2.26402e+11 	 3.13064e+16 	 1094 	 0.133347 	 117.008 	 0.199049
954.069 	 31.8433 	 4.75118 	 7710.21 	 528.091 	 0.35305 	 9.85151 	 2.2374e+46 	 1.61994e+11 	 6.01908e+15 	 1272 	 0.133347 	 175.338 	 0.144102
965.978 	 25.5987 	 2.48739 	 17583.2 	 2855.66 	 32.8567 	 13.7488 	 7.22988e+47 	 4.98327e+10 	 4.01381e+17 	 1215 	 0.67266 	 111.999 	 0.32369
970.806 	 25.6115 	 2.51034 	 10361.5 	 1001.82 	 2.37807 	 13.7208 	 8.47791e+46 	 2.39094e+11 	 2.91101e+16 	 1093 	 0.133347 	 110.476 	 0.197314
988.702 	 32.0222 	 4.91836 	 10104.1 	 975.954 	 1.58184 	 9.86184 	 2.84358e+46 	 6.71689e+10 	 2.69403e+16 	 1433 	 0.133347 	 163.03 	 0.194337
996.864 	 25.6808 	 2.58958 	 9892.75 	 964.135 	 2.09876 	 13.6937 	 7.87967e+46 	 2.58163e+11 	 2.57418e+16 	 1092 	 0.133347 	 104.306 	 0.193633
1003.69 	 25.699 	 2.59748 	 16454.4 	 2704.76 	 27.5273 	 13.7207 	 6.10095e+47 	 5.57639e+10 	 3.36965e+17 	 1216 	 0.620347 	 102.868 	 0.315733
1023.66 	 25.7521 	 2.66061 	 9537.97 	 946.232 	 1.94913 	 13.6943 	 7.51359e+46 	 2.72879e+11 	 2.39055e+16 	 1091 	 0.133347 	 98.4737 	 0.191879
1031.66 	 32.2436 	 5.14843 	 6707.7 	 469.402 	 0.24268 	 9.85194 	 1.82017e+46 	 2.09523e+11 	 4.13722e+15 	 1271 	 0.133347 	 149.024 	 0.135907
1044.8 	 25.8086 	 2.70659 	 15239.8 	 2518.85 	 22.1102 	 13.7202 	 4.88934e+47 	 6.46427e+10 	 2.70663e+17 	 1217 	 0.550009 	 94.4635 	 0.305438
1051.28 	 25.8258 	 2.73396 	 9193.31 	 928.278 	 1.80811 	 13.6945 	 7.16025e+46 	 2.88603e+11 	 2.21755e+16 	 1090 	 0.133347 	 92.9524 	 0.19008
1079.67 	 25.9016 	 2.81967 	 8775.1 	 893.098 	 1.59462 	 13.6697 	 6.65507e+46 	 3.11997e+11 	 1.95928e+16 	 1089 	 0.133347 	 87.7371 	 0.186491
1089.82 	 25.9288 	 2.83652 	 14129.7 	 2360.28 	 17.9659 	 13.6944 	 3.87362e+47 	 7.38471e+10 	 2.20345e+17 	 1218 	 0.482508 	 86.0846 	 0.296283
1095.42 	 32.5729 	 5.46484 	 8124.19 	 778.755 	 0.80977 	 9.86123 	 2.08524e+46 	 1.04666e+11 	 1.3792e+16 	 1434 	 0.133347 	 131.885 	 0.174048
1108.89 	 25.9797 	 2.89743 	 8454.34 	 875.485 	 1.47639 	 13.6702 	 6.33711e+46 	 3.30396e+11 	 1.81394e+16 	 1088 	 0.133347 	 82.8072 	 0.184676
1123.36 	 32.717 	 5.61813 	 5754.89 	 411.476 	 0.159995 	 9.85216 	 1.44955e+46 	 2.78617e+11 	 2.72754e+15 	 1270 	 0.133347 	 124.91 	 0.127312
1139.04 	 26.0605 	 2.98808 	 8064.96 	 841.547 	 1.29909 	 13.6468 	 5.88549e+46 	 3.57859e+11 	 1.59884e+16 	 1087 	 0.133347 	 78.137 	 0.181152
1139.39 	 26.0614 	 2.97879 	 13023.8 	 2195.97 	 14.3093 	 13.6703 	 2.94027e+47 	 8.55076e+10 	 1.75808e+17 	 1219 	 0.409036 	 78.0879 	 0.286505
1169.98 	 26.1434 	 3.07062 	 7765.25 	 824.028 	 1.19934 	 13.6475 	 5.59772e+46 	 3.79649e+11 	 1.476e+16 	 1086 	 0.133347 	 73.7342 	 0.179323
1194.17 	 26.2084 	 3.12514 	 11868.3 	 2006.95 	 10.8912 	 13.6699 	 2.06134e+47 	 1.02658e+11 	 1.33816e+17 	 1220 	 0.324998 	 70.7349 	 0.274628
1201.93 	 26.2292 	 3.15606 	 7474.82 	 806.672 	 1.10638 	 13.6477 	 5.32139e+46 	 4.02911e+11 	 1.36157e+16 	 1085 	 0.133347 	 69.5613 	 0.177448
1232.16 	 33.2788 	 6.16534 	 6330.85 	 601.697 	 0.37667 	 9.86039 	 1.45855e+46 	 1.7378e+11 	 6.41599e+15 	 1435 	 0.133347 	 103.501 	 0.1534
1233.33 	 33.2849 	 6.18167 	 4857.8 	 354.957 	 0.100501 	 9.85215 	 1.1262e+46 	 3.82623e+11 	 1.71332e+15 	 1269 	 0.133347 	 102.989 	 0.118303
1234.79 	 26.3175 	 3.25423 	 7130.08 	 775.467 	 0.973753 	 13.6263 	 4.94395e+46 	 4.36638e+11 	 1.20024e+16 	 1084 	 0.133347 	 65.6216 	 0.174021
1255.11 	 26.3723 	 3.29857 	 10808.5 	 1842.25 	 8.3438 	 13.6475 	 1.41337e+47 	 1.21999e+11 	 1.02686e+17 	 1221 	 0.253258 	 63.485 	 0.26373
1268.69 	 26.4088 	 3.34513 	 6857.5 	 758.004 	 0.89484 	 13.6266 	 4.69235e+46 	 4.64494e+11 	 1.10294e+16 	 1083 	 0.133347 	 61.8922 	 0.172131
1303.61 	 26.503 	 3.4491 	 6540.89 	 728.833 	 0.787929 	 13.6065 	 4.36085e+46 	 5.03477e+11 	 9.72609e+15 	 1082 	 0.133347 	 58.3676 	 0.168769
1323.32 	 26.5563 	 3.49197 	 9773.92 	 1677.89 	 6.24923 	 13.6264 	 9.14312e+46 	 1.47215e+11 	 7.7027e+16 	 1222 	 0.188119 	 56.6186 	 0.252258
1339.62 	 26.6002 	 3.54594 	 6288.06 	 712 	 0.722904 	 13.6068 	 4.13583e+46 	 5.36152e+11 	 8.92324e+15 	 1081 	 0.133347 	 55.033 	 0.166863
1367.24 	 33.9764 	 6.8782 	 3989.27 	 295.472 	 0.0571452 	 9.84475 	 8.33986e+45 	 5.5805e+11 	 9.74927e+14 	 1268 	 0.133347 	 83.2897 	 0.108154
1376.75 	 26.7006 	 3.65613 	 5991.05 	 683.294 	 0.633456 	 13.5878 	 3.83661e+46 	 5.83107e+11 	 7.83004e+15 	 1080 	 0.133347 	 51.881 	 0.163566
1400.2 	 26.7642 	 3.70923 	 8768.66 	 1514.9 	 4.56351 	 13.6065 	 5.57924e+46 	 1.8069e+11 	 5.63311e+16 	 1223 	 0.133347 	 50.1368 	 0.240233
1413.34 	 34.2149 	 7.10451 	 4766.99 	 451.436 	 0.159516 	 9.85189 	 9.69349e+45 	 3.0655e+11 	 2.71946e+15 	 1436 	 0.133347 	 77.8709 	 0.133179
1415.08 	 26.8045 	 3.75951 	 5757.71 	 667.351 	 0.580718 	 13.5881 	 3.637e+46 	 6.21281e+11 	 7.17802e+15 	 1079 	 0.133347 	 48.898 	 0.161644
1454.6 	 26.9116 	 3.87642 	 5484.17 	 640.309 	 0.508539 	 13.5702 	 3.37331e+46 	 6.76248e+11 	 6.29413e+15 	 1078 	 0.133347 	 46.0797 	 0.15841
1487.5 	 27.0011 	 3.95529 	 7796.74 	 1354.35 	 3.23868 	 13.5877 	 4.73978e+46 	 2.26051e+11 	 4.00331e+16 	 1224 	 0.133347 	 44.0405 	 0.227676
1495.47 	 27.0227 	 3.987 	 5266.15 	 624.601 	 0.464663 	 13.5703 	 3.19305e+46 	 7.2199e+11 	 5.75101e+15 	 1077 	 0.133347 	 43.4096 	 0.156469
1534 	 34.838 	 7.73318 	 3227.01 	 244.454 	 0.0316427 	 9.84531 	 6.07727e+45 	 8.34033e+11 	 5.3981e+14 	 1267 	 0.133347 	 65.761 	 0.0983971
1537.57 	 27.1372 	 4.11118 	 5014.18 	 599.105 	 0.406543 	 13.5535 	 2.96068e+46 	 7.86627e+11 	 5.03792e+15 	 1076 	 0.133347 	 40.8905 	 0.153297
1581.19 	 27.2561 	 4.23978 	 4770.77 	 574.045 	 0.354698 	 13.5372 	 2.74206e+46 	 8.58714e+11 	 4.40074e+15 	 1075 	 0.133347 	 38.5012 	 0.150157
1587.47 	 27.2732 	 4.24663 	 6901.87 	 1211.14 	 2.28694 	 13.5535 	 3.99724e+46 	 2.82691e+11 	 2.834e+16 	 1225 	 0.133347 	 38.1941 	 0.215759
1626.15 	 27.3786 	 4.36181 	 4577.99 	 559.53 	 0.323381 	 13.5377 	 2.59291e+46 	 9.18214e+11 	 4.01205e+15 	 1074 	 0.133347 	 36.2479 	 0.148225
1665.13 	 35.5162 	 8.39581 	 3384.36 	 317.703 	 0.0560872 	 9.85135 	 5.89821e+45 	 6.13406e+11 	 9.56236e+14 	 1437 	 0.133347 	 55.6984 	 0.111879
1672.72 	 27.5059 	 4.49869 	 4355.57 	 536.334 	 0.282369 	 13.5224 	 2.40231e+46 	 1.00229e+12 	 3.50721e+15 	 1073 	 0.133347 	 34.1131 	 0.145144
1703.04 	 27.5889 	 4.57115 	 6008.39 	 1058.48 	 1.51882 	 13.5375 	 3.29161e+46 	 3.69807e+11 	 1.88437e+16 	 1226 	 0.133347 	 32.897 	 0.202152
1720.9 	 27.6377 	 4.62993 	 4174.03 	 521.749 	 0.256087 	 13.5226 	 2.26627e+46 	 1.07519e+12 	 3.18071e+15 	 1072 	 0.133347 	 32.0937 	 0.143187
1747.18 	 35.94 	 8.82668 	 2527.85 	 195.445 	 0.0158449 	 9.84559 	 4.21371e+45 	 1.33185e+12 	 2.70299e+14 	 1266 	 0.133347 	 50.3844 	 0.0881999
1770.69 	 27.774 	 4.77586 	 3968.1 	 499.596 	 0.22298 	 13.5082 	 2.09733e+46 	 1.17611e+12 	 2.77247e+15 	 1071 	 0.133347 	 30.1869 	 0.140164
1822.37 	 27.9158 	 4.92726 	 3770.77 	 478.217 	 0.193945 	 13.4942 	 1.94003e+46 	 1.28765e+12 	 2.41394e+15 	 1070 	 0.133347 	 28.3794 	 0.137169
1838.18 	 27.9593 	 4.96033 	 5190.86 	 922.233 	 0.993948 	 13.5081 	 2.67883e+46 	 4.87038e+11 	 1.23585e+16 	 1227 	 0.133347 	 27.8888 	 0.189088
1875.79 	 28.0625 	 5.07329 	 3609.63 	 464.625 	 0.175257 	 13.4946 	 1.82705e+46 	 1.38463e+12 	 2.1813e+15 	 1069 	 0.133347 	 26.6736 	 0.135214
1931.18 	 28.2148 	 5.23514 	 3427.22 	 444.271 	 0.151993 	 13.4815 	 1.68799e+46 	 1.51922e+12 	 1.89358e+15 	 1068 	 0.133347 	 25.0601 	 0.132274
1988.76 	 28.3734 	 5.40327 	 3253.41 	 424.879 	 0.13184 	 13.4688 	 1.5595e+46 	 1.66713e+12 	 1.64405e+15 	 1067 	 0.133347 	 23.5313 	 0.129361
1998.2 	 28.3994 	 5.41898 	 4419.12 	 791.437 	 0.621948 	 13.4815 	 2.13401e+46 	 6.6139e+11 	 7.74844e+15 	 1228 	 0.133347 	 23.3077 	 0.175461
2028.89 	 37.3969 	 10.2826 	 1901.18 	 149.728 	 0.00699039 	 9.84065 	 2.74034e+45 	 2.30692e+12 	 1.19309e+14 	 1265 	 0.133347 	 37.1383 	 0.0770591
2038.55 	 37.4469 	 10.3219 	 2232.92 	 208.539 	 0.0159344 	 9.84555 	 3.21633e+45 	 1.41307e+12 	 2.71828e+14 	 1438 	 0.133347 	 36.7837 	 0.0908642
2048.33 	 28.5375 	 5.56668 	 3108.49 	 411.73 	 0.118294 	 13.4691 	 1.464e+46 	 1.80078e+12 	 1.4751e+15 	 1066 	 0.133347 	 22.0902 	 0.127402
2110.23 	 28.7084 	 5.74699 	 2949.42 	 393.676 	 0.102523 	 13.4572 	 1.35198e+46 	 1.97792e+12 	 1.27956e+15 	 1065 	 0.133347 	 20.7264 	 0.124541
2174.68 	 28.8866 	 5.93461 	 2794.97 	 375.693 	 0.0884049 	 13.4457 	 1.24588e+46 	 2.17964e+12 	 1.10431e+15 	 1064 	 0.133347 	 19.4348 	 0.121705
2190.5 	 28.9304 	 5.968 	 3695.06 	 666.316 	 0.367946 	 13.4572 	 1.65515e+46 	 9.32783e+11 	 4.59226e+15 	 1229 	 0.133347 	 19.1531 	 0.161312
2241.5 	 29.0714 	 6.1186 	 2665.16 	 363.152 	 0.0787668 	 13.446 	 1.16578e+46 	 2.36497e+12 	 9.83889e+14 	 1063 	 0.133347 	 18.2174 	 0.119737
2311.05 	 29.264 	 6.32055 	 2524.82 	 346.666 	 0.0679432 	 13.4352 	 1.07428e+46 	 2.60675e+12 	 8.49372e+14 	 1062 	 0.133347 	 17.0664 	 0.11695
2383.57 	 29.4652 	 6.53106 	 2388.66 	 330.266 	 0.0582958 	 13.4248 	 9.8773e+45 	 2.88317e+12 	 7.29337e+14 	 1061 	 0.133347 	 15.9771 	 0.114187
2416.95 	 39.4038 	 12.2739 	 1365.08 	 110.021 	 0.00271027 	 9.84142 	 1.66853e+45 	 4.37382e+12 	 4.62544e+13 	 1264 	 0.133347 	 26.0134 	 0.0660755
2425.76 	 29.5824 	 6.63755 	 3025.98 	 549.126 	 0.204314 	 13.4351 	 1.24486e+46 	 1.37305e+12 	 2.5542e+15 	 1230 	 0.133347 	 15.4224 	 0.146683
2459.08 	 29.6748 	 6.73974 	 2274.2 	 318.829 	 0.0517257 	 13.425 	 9.22172e+45 	 3.1371e+12 	 6.47128e+14 	 1060 	 0.133347 	 14.9489 	 0.112206
2537.65 	 29.8931 	 6.96728 	 2149.26 	 303.426 	 0.0442426 	 13.4152 	 8.46648e+45 	 3.47781e+12 	 5.53913e+14 	 1059 	 0.133347 	 13.9794 	 0.109489
2619.78 	 30.1216 	 7.20498 	 2029.8 	 288.597 	 0.0377725 	 13.4057 	 7.76603e+45 	 3.86082e+12 	 4.73242e+14 	 1058 	 0.133347 	 13.0624 	 0.106794
2648.19 	 40.6007 	 13.4513 	 1303.45 	 120.662 	 0.0031139 	 9.84518 	 1.45947e+45 	 4.18305e+12 	 5.31225e+13 	 1439 	 0.133347 	 21.6379 	 0.0691148
2705.69 	 30.3609 	 7.45348 	 1916.18 	 274.492 	 0.0322358 	 13.3966 	 7.12109e+45 	 4.2882e+12 	 4.04149e+14 	 1057 	 0.133347 	 12.1954 	 0.104121
2719.94 	 30.4007 	 7.48284 	 2427.33 	 445.156 	 0.107471 	 13.4057 	 9.08324e+45 	 2.09308e+12 	 1.34647e+15 	 1231 	 0.133347 	 12.0673 	 0.132284
2795.19 	 30.6103 	 7.70176 	 1817.01 	 263.555 	 0.0281806 	 13.3969 	 6.60387e+45 	 4.71035e+12 	 3.533e+14 	 1056 	 0.133347 	 11.3799 	 0.102145
2888.85 	 30.8716 	 7.97211 	 1710.2 	 249.524 	 0.02376 	 13.3884 	 6.02438e+45 	 5.27249e+12 	 2.98068e+14 	 1055 	 0.133347 	 10.6099 	 0.0995141
2986.17 	 42.3487 	 15.196 	 914.316 	 75.669 	 0.000858732 	 9.84184 	 9.16391e+44 	 9.49626e+12 	 1.46548e+13 	 1263 	 0.133347 	 16.9399 	 0.0546367
2987.08 	 31.146 	 8.25549 	 1612.29 	 237.234 	 0.0202351 	 13.3801 	 5.51661e+45 	 5.86795e+12 	 2.54005e+14 	 1054 	 0.133347 	 9.8827 	 0.0969042
3090.19 	 31.4344 	 8.55279 	 1515.89 	 224.556 	 0.017036 	 13.3722 	 5.02724e+45 	 6.57785e+12 	 2.13975e+14 	 1053 	 0.133347 	 9.19612 	 0.0943146
3097.73 	 31.4555 	 8.56362 	 1887.21 	 349.755 	 0.0514823 	 13.3802 	 6.33076e+45 	 3.40037e+12 	 6.46239e+14 	 1232 	 0.133347 	 9.15116 	 0.117343
3197.95 	 31.7358 	 8.85288 	 1433.89 	 215.284 	 0.0148116 	 13.3725 	 4.6471e+45 	 7.25417e+12 	 1.86031e+14 	 1052 	 0.133347 	 8.55142 	 0.0923353
3311.24 	 32.053 	 9.17889 	 1345.18 	 203.233 	 0.0123763 	 13.3651 	 4.22038e+45 	 8.17298e+12 	 1.55531e+14 	 1051 	 0.133347 	 7.94343 	 0.0897845
3430.53 	 32.3874 	 9.522 	 1260.84 	 191.738 	 0.0103197 	 13.358 	 3.82848e+45 	 9.22276e+12 	 1.29755e+14 	 1050 	 0.133347 	 7.37013 	 0.0872527
3556.3 	 32.7403 	 9.88355 	 1183.11 	 181.516 	 0.00867402 	 13.3512 	 3.48302e+45 	 1.0361e+13 	 1.09118e+14 	 1049 	 0.133347 	 6.82984 	 0.0847396
3599.85 	 32.8626 	 9.99516 	 1406.76 	 262.991 	 0.0216616 	 13.358 	 4.14233e+45 	 6.0265e+12 	 2.72363e+14 	 1233 	 0.133347 	 6.66484 	 0.101917
3688.55 	 33.1115 	 10.2532 	 1111.52 	 172.433 	 0.00735416 	 13.3514 	 3.18314e+45 	 1.16099e+13 	 9.25133e+13 	 1048 	 0.133347 	 6.32272 	 0.0827512
3823.43 	 46.6818 	 19.4853 	 611.341 	 55.6807 	 0.00031098 	 9.84443 	 4.7518e+44 	 1.93213e+13 	 5.30565e+12 	 1440 	 0.133347 	 10.3036 	 0.0472637
3828.06 	 33.5034 	 10.6535 	 1040.01 	 162.667 	 0.00612075 	 13.345 	 2.88288e+45 	 1.31282e+13 	 7.70339e+13 	 1047 	 0.133347 	 5.84615 	 0.080274
3900.46 	 47.0803 	 19.891 	 542.173 	 45.5892 	 0.000184837 	 9.84188 	 4.16826e+44 	 2.65813e+13 	 3.15433e+12 	 1262 	 0.133347 	 9.87054 	 0.0427405
3975.68 	 33.9184 	 11.0769 	 968.121 	 152.105 	 0.00497948 	 13.3389 	 2.58628e+45 	 1.50548e+13 	 6.26989e+13 	 1046 	 0.133347 	 5.39775 	 0.0778142
4132.15 	 34.3587 	 11.5255 	 903.891 	 143.295 	 0.00412438 	 13.3331 	 2.33596e+45 	 1.70858e+13 	 5.19548e+13 	 1045 	 0.133347 	 4.97616 	 0.0753717
4298.25 	 34.8266 	 12.0015 	 841.693 	 134.501 	 0.00338221 	 13.3274 	 2.10055e+45 	 1.95151e+13 	 4.26237e+13 	 1044 	 0.133347 	 4.58008 	 0.0729459
4298.73 	 34.8279 	 11.9926 	 997.957 	 189.121 	 0.00793179 	 13.3331 	 2.52141e+45 	 1.17256e+13 	 9.99164e+13 	 1234 	 0.133347 	 4.57904 	 0.0864844
4473.9 	 35.3213 	 12.494 	 785.082 	 126.829 	 0.00280516 	 13.3277 	 1.89888e+45 	 2.21897e+13 	 3.53507e+13 	 1043 	 0.133347 	 4.21011 	 0.0709593
4660.95 	 35.8486 	 13.0292 	 727.743 	 118.331 	 0.00226263 	 13.3225 	 1.69483e+45 	 2.56172e+13 	 2.85249e+13 	 1042 	 0.133347 	 3.86302 	 0.068566
4860.52 	 36.4116 	 13.5999 	 673.105 	 110.129 	 0.00181201 	 13.3176 	 1.50757e+45 	 2.97152e+13 	 2.28525e+13 	 1041 	 0.133347 	 3.53768 	 0.0661885
5073.9 	 37.014 	 14.2099 	 621.358 	 102.308 	 0.00144305 	 13.3128 	 1.33724e+45 	 3.46013e+13 	 1.82057e+13 	 1040 	 0.133347 	 3.23302 	 0.0638266
5302.55 	 37.6599 	 14.8633 	 574.66 	 95.6095 	 0.00116516 	 13.3083 	 1.19196e+45 	 3.99799e+13 	 1.47048e+13 	 1039 	 0.133347 	 2.94804 	 0.0614799
5335.34 	 37.7526 	 14.9454 	 653.646 	 125.24 	 0.00227482 	 13.3128 	 1.3614e+45 	 2.68695e+13 	 2.86995e+13 	 1235 	 0.133347 	 2.9118 	 0.0705379
5546.95 	 38.3505 	 15.5508 	 528.834 	 88.6386 	 0.000921602 	 13.3085 	 1.0541e+45 	 4.68639e+13 	 1.16308e+13 	 1038 	 0.133347 	 2.68288 	 0.0594877
5809.83 	 39.0936 	 16.3009 	 487.166 	 82.5502 	 0.000736134 	 13.3044 	 9.34363e+44 	 5.45564e+13 	 9.29307e+12 	 1037 	 0.133347 	 2.43552 	 0.0571705
6093.51 	 39.8961 	 17.1101 	 445.215 	 75.8702 	 0.000568104 	 13.3004 	 8.16265e+44 	 6.48764e+13 	 7.17395e+12 	 1036 	 0.133347 	 2.2049 	 0.0548676
6400.54 	 40.7651 	 17.9855 	 407.073 	 70.005 	 0.000442102 	 13.2967 	 7.14871e+44 	 7.68137e+13 	 5.58439e+12 	 1035 	 0.133347 	 1.9902 	 0.0525787
6733.87 	 41.7091 	 18.9356 	 368.951 	 63.6753 	 0.000331427 	 13.2932 	 6.1621e+44 	 9.30756e+13 	 4.18752e+12 	 1034 	 0.133347 	 1.79063 	 0.0503037
7028.22 	 42.5432 	 19.7559 	 379.698 	 73.4842 	 0.000454375 	 13.2966 	 6.14264e+44 	 7.84498e+13 	 5.73947e+12 	 1236 	 0.133347 	 1.64345 	 0.054152
7096.64 	 42.737 	 19.959 	 336.615 	 58.888 	 0.000258623 	 13.2932 	 5.39584e+44 	 1.10312e+14 	 3.26763e+12 	 1033 	 0.133347 	 1.60559 	 0.0482995
7491.56 	 43.856 	 21.0834 	 303.333 	 53.3071 	 0.000190926 	 13.29 	 4.61363e+44 	 1.35103e+14 	 2.41288e+12 	 1032 	 0.133347 	 1.43483 	 0.0460512
7924.89 	 45.0844 	 22.3167 	 274.497 	 48.8662 	 0.000145155 	 13.287 	 3.98667e+44 	 1.62715e+14 	 1.83486e+12 	 1031 	 0.133347 	 1.27691 	 0.0438162
8402.47 	 46.4389 	 23.6755 	 242.326 	 42.8252 	 9.83972e-05 	 13.2842 	 3.28602e+44 	 2.10138e+14 	 1.24407e+12 	 1030 	 0.133347 	 1.13119 	 0.0415939
8931.39 	 47.9396 	 25.18 	 216.849 	 38.7597 	 7.21132e-05 	 13.2815 	 2.79022e+44 	 2.59249e+14 	 9.11935e+11 	 1029 	 0.133347 	 0.997034 	 0.0393842
30943.2 	 8.98283 	 0.882787 	 79.8349 	 63.7036 	 0.000714737 	 132.366 	 1.19942e+46 	 4.2268e+18 	 9.06916e+11 	 408 	 0.133347 	 0.00782022 	 0.0530751
30959.6 	 8.9833 	 0.89326 	 80.6072 	 65.0112 	 0.000747361 	 131.623 	 1.33089e+46 	 4.01074e+18 	 9.53666e+11 	 400 	 0.133347 	 0.0077791 	 0.0535721
31035.2 	 8.98548 	 0.885435 	 99.3055 	 99.1526 	 0.00215378 	 132.364 	 1.8383e+46 	 2.18307e+18 	 2.73292e+12 	 409 	 0.133347 	 0.00774129 	 0.0654377
31067.2 	 8.98639 	 0.896355 	 95.9516 	 92.7595 	 0.00181114 	 131.623 	 1.91117e+46 	 2.36148e+18 	 2.31108e+12 	 399 	 0.133347 	 0.00769245 	 0.0633974
31143.9 	 8.9886 	 0.888562 	 118.89 	 143.116 	 0.00537198 	 132.362 	 2.61088e+46 	 1.26325e+18 	 6.81658e+12 	 410 	 0.133347 	 0.00765459 	 0.0779736
31199 	 8.99018 	 0.900142 	 110.653 	 124.41 	 0.00375717 	 131.625 	 2.57705e+46 	 1.52684e+18 	 4.79424e+12 	 398 	 0.133347 	 0.00759465 	 0.0729021
31269 	 8.9922 	 0.892152 	 138.589 	 196.036 	 0.0117492 	 132.361 	 3.5166e+46 	 7.91113e+17 	 1.49089e+13 	 411 	 0.133347 	 0.0075607 	 0.0906666
31356.1 	 8.99468 	 0.904649 	 124.594 	 159.326 	 0.00693845 	 131.627 	 3.3144e+46 	 1.0589e+18 	 8.85352e+12 	 397 	 0.133347 	 0.00748584 	 0.0820771
31410.4 	 8.99625 	 0.896204 	 158.295 	 258.068 	 0.0232563 	 132.36 	 4.54901e+46 	 5.2612e+17 	 2.95108e+13 	 412 	 0.133347 	 0.00745997 	 0.1035
31539.7 	 8.99994 	 0.909909 	 137.814 	 197.222 	 0.01176 	 131.629 	 4.11563e+46 	 7.73437e+17 	 1.50055e+13 	 396 	 0.133347 	 0.00736611 	 0.0909143
31567.5 	 9.00074 	 0.900696 	 178.008 	 329.621 	 0.0426651 	 132.359 	 5.70582e+46 	 3.6629e+17 	 5.41397e+13 	 413 	 0.133347 	 0.00735313 	 0.116458
31739.9 	 9.00566 	 0.895599 	 189.028 	 375.767 	 0.0592081 	 133.097 	 6.49124e+46 	 3.09383e+17 	 7.47152e+13 	 414 	 0.133347 	 0.00727347 	 0.124112
31750.4 	 9.00596 	 0.905916 	 158.788 	 265.331 	 0.02466 	 132.359 	 5.64029e+46 	 5.10124e+17 	 3.12922e+13 	 395 	 0.133347 	 0.007236 	 0.104909
31925.7 	 9.01096 	 0.900897 	 208.756 	 463.674 	 0.0995563 	 133.093 	 7.85612e+46 	 2.27006e+17 	 1.25635e+14 	 415 	 0.133347 	 0.00715676 	 0.137327
31988.4 	 9.01273 	 0.912691 	 170.274 	 309.698 	 0.0360274 	 132.36 	 6.58859e+46 	 4.07575e+17 	 4.57163e+13 	 394 	 0.133347 	 0.00709631 	 0.113006
32126.5 	 9.01667 	 0.906609 	 228.279 	 561.461 	 0.159625 	 133.09 	 9.32525e+46 	 1.7142e+17 	 2.01443e+14 	 416 	 0.133347 	 0.00703539 	 0.15062
32256.6 	 9.02035 	 0.92031 	 180.874 	 355.345 	 0.050384 	 132.363 	 7.55648e+46 	 3.34428e+17 	 6.39327e+13 	 393 	 0.133347 	 0.00694662 	 0.120742
32342 	 9.02278 	 0.912716 	 247.698 	 669.945 	 0.246598 	 133.088 	 1.09019e+47 	 1.32392e+17 	 3.11205e+14 	 417 	 0.133347 	 0.00690998 	 0.163974
32556.7 	 9.02884 	 0.92881 	 190.567 	 401.823 	 0.0678805 	 132.367 	 8.53065e+46 	 2.80742e+17 	 8.61313e+13 	 392 	 0.133347 	 0.00678734 	 0.128112
32572.2 	 9.02929 	 0.919217 	 266.884 	 788.861 	 0.368393 	 133.088 	 1.25711e+47 	 1.04351e+17 	 4.6491e+14 	 418 	 0.133347 	 0.00678089 	 0.177373
32814.2 	 9.03612 	 0.91601 	 277.734 	 867.051 	 0.465664 	 133.815 	 1.37482e+47 	 9.3242e+16 	 5.84473e+14 	 419 	 0.133347 	 0.00668123 	 0.185609
